category,serving_size,calories,protein,total_fat,carbohydrate,fiber,sugars
Grains,100.0,40,3.21,0.9,11.44,2.6,0.0
Fruits,100.0,67,0.36,0.1,16.1,3.1,10.23
Miscellaneous Ingredients,100.0,399,0.0,0.0,99.8,0.0,99.19
Red Meat,100.0,157,13.83,11.0,0.0,0.0,0.0
Condiments,100.0,216,8.68,16.0,10.64,0.0,0.0
Red Meat,100.0,235,11.8,17.0,9.2,0.0,0.0
Red Meat,100.0,139,16.3,6.2,3.34,0.1,3.34
Fruits,100.0,46,0.46,0.1,11.97,3.6,4.27
Poultry,100.0,401,6.0,24.0,40.95,3.8,3.46
Eggs,100.0,669,33.63,59.0,0.66,0.0,0.23
Grains,100.0,368,14.12,6.1,64.16,7.0,0.0
Eggs,100.0,141,22.81,4.9,0.0,0.0,0.0
Fruits,100.0,25,0.6,0.3,5.7,0.0,0.0
Dairy,100.0,373,24.48,30.0,0.68,0.0,0.5
Seafood,100.0,105,18.88,2.7,0.0,0.0,0.0
Dairy,100.0,404,22.87,33.0,3.09,0.0,0.48
Condiments,100.0,376,25.18,29.0,3.06,0.0,0.0
Grains,100.0,884,0.0,100.0,0.0,0.0,0.0
Grains,100.0,236,10.4,4.4,39.8,4.5,7.7
Fruits,100.0,30,0.61,0.2,7.55,0.4,6.2
Eggs,100.0,268,6.08,15.0,27.81,3.3,1.79
Vegetables,100.0,172,7.89,13.0,5.9,0.7,1.85
Red Meat,100.0,309,11.69,30.0,5.31,2.6,0.0
Miscellaneous Ingredients,100.0,131,3.31,5.9,20.7,14.1,0.0
Grains,100.0,290,0.0,0.0,74.9,0.0,74.9
Grains,100.0,325,15.91,2.2,68.63,23.8,2.31
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,407,11.9,6.6,73.5,5.1,0.0
Fruits,100.0,47,1.5,0.3,16.0,10.6,4.17
Condiments,100.0,282,14.14,13.0,53.99,34.9,10.34
Fruits,100.0,44,1.06,0.3,10.55,1.7,7.89
Fruits,100.0,43,1.44,0.4,9.8,1.7,8.1
Legumes and seeds,100.0,74,2.6,0.1,17.23,4.9,0.0
Sauce,100.0,172,0.82,0.6,40.77,0.9,33.24
Seafood,100.0,123,18.51,4.9,0.0,0.0,0.0
Fruits,100.0,76,0.4,0.3,19.95,0.0,0.0
Fruits,100.0,103,1.07,0.2,27.12,4.9,11.0
Grains,100.0,357,0.3,0.1,88.15,3.4,0.0
Condiments,100.0,23,1.1,0.3,5.1,1.9,2.71
Vegetables,100.0,32,0.96,1.0,5.84,1.9,3.93
Fruits,100.0,296,2.52,0.5,78.47,6.8,0.0
Poultry,100.0,209,11.42,16.0,4.68,0.5,2.9
Miscellaneous Ingredients,100.0,288,0.06,0.1,12.65,0.0,12.65
Seafood,100.0,127,17.83,5.6,0.0,0.0,0.0
Grains,100.0,198,7.49,1.3,42.53,1.1,0.0
Seafood,100.0,87,18.99,0.7,0.0,0.0,0.0
Vegetables,100.0,11,2.3,0.1,1.29,0.5,0.2
Seafood,100.0,87,18.99,0.6,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,253,7.05,5.3,44.38,3.5,14.11
Miscellaneous Ingredients,100.0,310,11.43,5.9,65.37,3.9,0.0
Fruits,100.0,25,0.42,0.1,8.42,0.4,1.69
Grains,100.0,338,14.57,2.4,70.19,10.7,6.82
Vegetables,100.0,15,1.1,0.5,2.4,1.6,1.06
Legumes and seeds,100.0,534,18.29,42.0,28.88,27.3,1.55
Dairy,100.0,413,29.81,32.0,0.36,0.0,0.36
Dairy,100.0,466,9.65,30.0,42.65,0.0,0.0
Dairy,100.0,389,25.6,31.0,1.55,0.0,1.55
Condiments,100.0,717,0.85,81.0,0.06,0.0,0.06
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Snacks,100.0,446,7.6,14.0,71.73,3.4,10.32
Fruits,100.0,277,1.81,0.2,74.97,6.7,66.47
Legumes and seeds,100.0,65,4.24,0.2,13.39,1.3,0.0
Grains,100.0,269,8.4,4.4,48.5,4.0,8.14
Grains,100.0,271,8.8,3.5,50.1,3.2,3.17
Fruits,100.0,239,2.8,0.6,62.5,5.1,38.8
Grains,100.0,354,13.0,3.4,80.0,2.7,0.55
Sauce,100.0,21,0.0,0.0,0.93,0.0,0.4
Poultry,100.0,213,8.06,14.0,14.06,0.3,0.2
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Fruits,100.0,286,4.9,0.4,74.0,0.0,0.0
Fruits,100.0,11,0.0,0.0,2.1,2.1,0.0
Snacks,100.0,338,8.2,3.1,69.39,1.7,0.25
Grains,100.0,120,4.4,1.9,21.3,2.8,0.87
Fruits,100.0,122,1.3,0.4,31.89,2.3,15.0
Vegetables,100.0,36,2.97,0.8,6.33,3.3,0.85
Grains,100.0,354,12.48,2.3,73.48,17.3,0.8
Dairy,100.0,387,31.8,27.0,3.63,0.0,0.73
Dairy,100.0,315,6.84,7.4,55.35,0.0,49.74
Vegetables,100.0,23,1.43,0.3,4.48,0.9,0.6
Grains,100.0,83,3.08,0.2,18.58,4.5,0.1
Legumes and seeds,100.0,195,19.91,11.0,7.62,0.0,0.0
Poultry,100.0,158,18.01,18.0,4.05,0.3,0.47
Grains,100.0,119,3.51,1.0,23.67,1.3,0.13
Condiments,100.0,23,2.36,0.9,4.89,3.2,0.41
Fruits,100.0,83,0.44,1.1,19.96,5.3,0.0
Grains,100.0,357,14.73,1.1,74.9,6.2,2.5
Legumes and seeds,100.0,99,5.33,0.3,20.23,0.0,0.0
Legumes and seeds,100.0,73,16.4,0.3,0.0,0.0,0.0
Fruits,100.0,95,1.72,0.6,23.25,1.5,19.08
Fruits,100.0,277,3.8,1.2,70.7,4.6,66.1
Vegetables,100.0,37,1.08,0.2,8.62,2.3,4.46
Vegetables,100.0,21,2.0,0.4,3.6,0.0,0.0
Fruits,100.0,274,3.3,11.0,41.1,2.2,25.75
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Fruits,100.0,75,1.57,0.7,17.71,3.0,12.87
Dairy,100.0,340,24.41,26.0,1.88,0.0,0.0
Vegetables,100.0,20,2.2,0.1,3.88,2.1,1.88
Fruits,100.0,48,1.4,0.4,11.12,2.0,9.24
Vegetables,100.0,34,2.82,0.4,6.64,2.6,1.7
Dairy,100.0,371,23.24,30.0,2.79,0.0,0.51
Fruits,100.0,380,0.12,0.0,98.09,0.0,97.02
Fruits,100.0,322,0.34,0.1,82.74,1.6,80.68
Red Meat,100.0,299,10.91,26.0,4.29,0.0,2.05
Red Meat,100.0,379,14.6,35.0,1.29,0.0,1.29
Legumes and seeds,100.0,579,21.15,50.0,21.55,12.5,4.35
Vegetables,100.0,72,2.5,0.1,16.8,3.2,7.87
Grains,100.0,376,12.76,0.6,77.43,5.0,0.0
Snacks,100.0,394,0.0,0.2,98.0,0.0,62.9
Red Meat,100.0,311,41.71,3.0,34.71,17.5,0.0
Fruits,100.0,260,0.04,0.1,67.04,0.0,60.46
Grains,100.0,329,10.62,3.5,72.09,6.7,2.53
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Legumes and seeds,100.0,298,4.82,0.4,81.03,0.0,0.0
Legumes and seeds,100.0,20,2.03,0.4,3.39,0.0,0.0
Vegetables,100.0,16,0.68,0.1,3.4,1.6,1.86
Grains,100.0,277,8.6,4.3,50.2,3.2,0.31
Grains,100.0,250,10.2,1.5,48.89,4.1,6.12
Condiments,100.0,144,0.91,8.6,15.65,2.0,13.54
Vegetables,100.0,75,1.2,0.3,17.99,4.9,4.8
Fruits,100.0,354,0.1,0.2,90.9,0.0,84.87
Vegetables,100.0,32,3.02,0.6,5.42,4.0,0.46
Snacks,100.0,416,10.0,5.0,82.64,0.0,0.0
Dairy,100.0,394,23.76,32.0,2.57,0.0,0.52
Dairy,100.0,350,6.15,34.0,5.52,0.0,3.76
Red Meat,100.0,247,15.3,20.0,0.73,0.0,0.0
Vegetables,100.0,42,1.5,0.3,9.2,1.8,1.6
Fruits,100.0,71,1.88,0.9,15.9,6.5,9.36
Grains,100.0,246,17.3,7.0,66.22,15.4,1.45
Grains,100.0,127,5.5,0.9,26.44,3.9,0.0
Snacks,100.0,408,10.42,21.0,44.83,2.1,2.08
Eggs,100.0,266,12.5,3.1,47.07,6.3,9.38
Vegetables,100.0,27,1.7,0.1,6.2,3.6,2.6
Dairy,100.0,393,26.96,31.0,1.44,0.0,0.0
Dairy,100.0,356,24.94,27.0,2.22,0.0,2.22
Sauce,100.0,302,12.91,0.4,74.68,16.5,43.9
Dairy,100.0,353,21.4,29.0,2.34,0.0,0.5
Dairy,100.0,334,20.75,28.0,0.45,0.0,0.45
Vegetables,100.0,18,0.85,0.3,3.65,1.7,0.0
Miscellaneous Ingredients,100.0,101,5.56,1.7,24.45,14.0,0.0
Vegetables,100.0,23,3.15,0.6,2.65,1.6,0.3
Fruits,100.0,21,0.9,0.2,4.54,1.8,1.1
Vegetables,100.0,16,1.32,0.1,3.33,2.2,1.15
Beverages,100.0,318,6.2,0.0,71.3,0.0,71.3
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Fruits,100.0,60,1.31,0.1,15.14,1.1,0.0
Fruits,100.0,47,0.43,0.2,12.14,1.7,0.0
Legumes and seeds,100.0,32,0.33,0.5,7.44,3.8,0.0
Vegetables,100.0,26,1.0,0.1,6.5,0.5,2.76
Vegetables,100.0,41,0.93,0.2,9.58,2.8,4.74
Seafood,100.0,99,15.18,0.9,6.85,0.0,0.0
Vegetables,100.0,25,1.28,0.1,5.8,2.5,3.2
Vegetables,100.0,17,0.7,0.1,4.07,1.6,0.0
Grains,100.0,69,1.5,0.1,17.6,5.3,8.55
Grains,100.0,267,10.72,3.2,48.68,4.0,5.91
Dairy,100.0,357,24.99,28.0,1.43,0.0,1.43
Dairy,100.0,264,14.21,21.0,4.09,0.0,4.09
Fruits,100.0,38,0.76,0.0,9.62,1.0,0.0
Fruits,100.0,57,0.4,0.1,15.3,1.9,0.0
Snacks,100.0,383,9.3,1.7,80.9,2.6,0.33
Legumes and seeds,100.0,49,0.96,0.6,11.31,0.0,0.0
Fruits,100.0,66,1.0,0.3,16.84,3.3,13.54
Oil,100.0,892,0.0,99.0,0.0,0.0,0.0
Grains,100.0,339,13.68,2.5,71.13,0.0,0.0
Snacks,100.0,358,7.5,17.0,43.55,2.0,4.04
Grains,100.0,382,10.75,4.3,75.12,3.5,1.66
Vegetables,100.0,25,2.58,0.7,3.65,1.6,2.05
Grains,100.0,357,6.9,0.3,83.1,5.9,3.52
Fruits,100.0,66,0.83,0.4,16.53,1.3,15.23
Grains,100.0,101,3.87,0.7,19.86,2.8,0.0
Vegetables,100.0,23,2.86,0.4,3.63,2.2,0.42
Condiments,100.0,884,0.0,100.0,0.0,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Eggs,100.0,299,7.1,6.0,52.6,1.9,0.18
Legumes and seeds,100.0,352,24.63,1.1,63.35,10.7,2.03
Poultry,100.0,900,0.0,100.0,0.0,0.0,0.0
Legumes and seeds,100.0,160,1.36,0.3,38.06,1.8,1.7
Vegetables,100.0,28,0.9,0.1,6.43,1.8,3.8
Fruits,100.0,89,1.09,0.3,22.84,2.6,12.23
Fruits,100.0,43,0.47,0.3,10.82,1.7,7.82
Fruits,100.0,341,0.0,0.0,85.13,0.1,53.0
Vegetables,100.0,30,3.27,0.7,4.35,2.5,1.85
Grains,100.0,222,4.62,0.7,88.88,39.8,49.08
Fruits,100.0,257,2.1,0.2,65.1,3.3,39.0
Condiments,100.0,0,0.0,0.0,0.0,0.0,0.0
Snacks,100.0,360,0.0,0.3,96.7,2.4,66.08
Poultry,100.0,900,0.0,100.0,0.0,0.0,0.0
Eggs,100.0,270,18.82,20.0,8.86,3.9,2.72
Legumes and seeds,100.0,21,1.8,0.7,3.06,0.0,0.0
Fruits,100.0,60,0.82,0.4,14.98,1.6,13.66
Vegetables,100.0,149,6.36,0.5,33.06,2.1,1.0
Vegetables,100.0,17,1.25,0.2,3.35,3.1,0.25
Dairy,100.0,94,3.5,1.8,15.96,0.2,1.24
Vegetables,100.0,16,0.69,0.2,2.97,1.6,1.34
Eggs,100.0,278,10.6,2.1,53.0,2.3,0.0
Grains,100.0,342,12.29,1.3,75.87,12.5,0.41
Fruits,100.0,61,0.71,0.4,15.21,6.4,8.2
Grains,100.0,378,11.02,4.2,72.85,8.5,0.0
Condiments,100.0,263,16.28,21.0,1.84,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Fruits,100.0,79,1.2,0.2,20.23,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Fruits,100.0,269,0.0,0.0,73.14,0.0,73.2
Vegetables,100.0,40,1.1,0.1,9.34,1.7,4.24
Snacks,100.0,409,5.55,9.7,74.72,8.3,30.56
Seafood,100.0,16,2.0,0.6,0.4,0.0,0.09
Poultry,100.0,900,0.0,100.0,0.0,0.0,0.0
Grains,100.0,259,8.5,3.3,48.3,5.8,3.85
Eggs,100.0,150,4.6,1.8,31.68,0.0,0.0
Fruits,100.0,30,0.7,0.2,10.54,2.8,1.69
Fruits,100.0,224,1.9,10.0,32.9,0.8,16.23
Fruits,100.0,57,0.36,0.1,15.23,3.1,9.75
Fruits,100.0,46,0.7,0.3,11.42,1.4,9.92
Grains,100.0,111,2.3,2.0,23.9,6.2,14.1
Vegetables,100.0,43,1.61,0.2,9.56,2.8,6.76
Eggs,100.0,287,9.5,6.0,47.8,2.3,1.78
Grains,100.0,343,13.25,3.4,71.5,10.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Poultry,100.0,882,0.0,100.0,0.0,0.0,0.0
Grains,100.0,336,13.05,2.1,72.13,0.0,0.0
Grains,100.0,338,10.34,1.6,75.86,15.1,0.98
Seafood,100.0,22,2.0,0.7,3.2,2.9,0.0
Vegetables,100.0,49,4.28,0.9,8.75,3.6,2.26
Vegetables,100.0,33,1.93,0.2,7.45,3.2,1.48
Vegetables,100.0,112,1.5,0.2,26.46,4.1,0.4
Fruits,100.0,74,0.75,0.3,19.18,2.9,16.26
Red Meat,100.0,109,20.6,2.3,0.0,0.0,0.0
Sauce,100.0,290,0.0,0.1,74.73,0.0,74.72
Eggs,100.0,426,10.1,9.7,74.2,2.5,12.5
Vegetables,100.0,118,1.53,0.2,27.88,4.1,0.5
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Fruits,100.0,266,0.15,0.0,69.95,1.0,51.22
Eggs,100.0,88,4.55,4.2,8.05,0.0,8.05
Sauce,100.0,101,1.04,0.1,27.4,0.3,21.27
Legumes and seeds,100.0,192,20.29,11.0,7.64,0.0,0.0
Sauce,100.0,292,2.23,11.0,46.13,6.1,13.2
Fruits,100.0,304,0.3,0.0,82.4,0.2,82.12
Sauce,100.0,211,19.4,11.0,12.68,5.4,4.89
Oil,100.0,76,3.52,1.7,12.23,0.0,0.0
Eggs,100.0,371,25.56,3.3,59.87,18.6,0.0
Red Meat,100.0,902,0.0,100.0,0.0,0.0,0.0
Grains,100.0,389,16.89,6.9,66.27,10.6,0.0
Sauce,100.0,198,12.79,6.0,25.37,5.4,6.2
Poultry,100.0,112,0.38,0.1,27.23,0.4,0.39
Miscellaneous Ingredients,100.0,265,9.0,4.3,68.92,42.5,4.09
Legumes and seeds,100.0,74,5.85,1.1,14.1,0.0,0.0
Grains,100.0,86,3.22,1.2,19.02,2.7,3.22
Grains,100.0,340,13.21,2.5,71.97,10.7,0.41
Condiments,100.0,175,0.89,13.0,13.01,1.6,11.07
Seafood,100.0,105,20.28,2.0,0.0,0.0,0.0
Snacks,100.0,433,6.6,14.0,72.7,3.4,37.43
Vegetables,100.0,22,2.11,0.4,3.87,1.3,2.5
Seafood,100.0,117,19.35,3.8,0.0,0.0,0.0
Eggs,100.0,143,12.51,9.5,0.71,0.0,0.37
Sauce,100.0,475,8.11,15.0,72.8,3.7,5.71
Oil,100.0,884,0.11,100.0,0.0,0.0,0.0
Grains,100.0,338,13.18,1.8,73.14,14.6,0.0
Dairy,100.0,373,21.44,30.0,4.63,0.0,4.63
Seafood,100.0,386,56.19,18.0,0.0,0.0,0.0
Red Meat,100.0,283,24.75,20.0,0.0,0.0,0.0
Legumes and seeds,100.0,477,52.47,30.0,10.03,7.2,0.0
Poultry,100.0,200,11.64,14.0,7.41,0.0,0.0
Red Meat,100.0,336,21.85,26.0,2.4,0.0,0.96
Grains,100.0,366,5.95,1.4,80.13,2.4,0.12
Fruits,100.0,95,4.4,0.2,19.0,0.0,19.0
Snacks,100.0,477,8.4,20.0,66.85,4.0,13.0
Fruits,100.0,435,6.8,13.0,73.7,3.4,24.2
Poultry,100.0,130,18.28,5.2,1.42,0.0,0.0
Seafood,100.0,143,22.32,6.4,1.5,0.0,0.0
Seafood,100.0,117,18.28,4.3,0.0,0.0,0.0
Legumes and seeds,100.0,85,10.92,4.2,0.97,0.9,0.4
Snacks,100.0,412,9.62,16.0,57.29,6.4,0.0
Legumes and seeds,100.0,526,30.78,37.0,26.62,0.0,0.0
Condiments,100.0,21,0.72,0.3,4.6,1.7,0.0
Eggs,100.0,158,13.05,11.0,0.41,0.0,0.4
Vegetables,100.0,34,1.1,0.3,8.09,2.9,3.3
Poultry,100.0,213,23.9,13.0,0.0,0.0,0.0
Beverages,100.0,48,0.0,0.0,12.3,0.0,0.0
Dairy,100.0,41,3.79,0.9,4.48,0.0,4.61
Snacks,100.0,479,4.13,27.0,59.51,5.0,48.34
Dairy,100.0,248,11.47,12.0,23.67,0.0,23.67
Seafood,100.0,90,18.5,1.2,0.0,0.0,0.0
Grains,100.0,132,5.71,0.8,27.6,4.3,3.07
Sauce,100.0,220,3.31,3.4,44.08,2.8,27.26
Sauce,100.0,51,1.35,0.3,10.92,0.3,0.0
Sauce,100.0,356,11.35,0.8,74.1,4.3,0.0
Snacks,100.0,418,10.0,12.0,68.19,3.3,0.0
Snacks,100.0,365,4.02,10.0,64.62,16.1,32.14
Fruits,100.0,308,0.17,1.1,82.8,5.3,72.56
Dairy,100.0,366,20.0,30.0,3.97,0.0,0.0
Grains,100.0,293,9.9,4.3,52.7,2.3,1.77
Poultry,100.0,164,29.37,4.3,0.0,0.0,0.0
Dairy,100.0,49,2.06,0.6,9.05,0.8,7.82
Snacks,100.0,474,10.0,18.0,68.26,2.5,62.5
Grains,100.0,367,7.5,0.4,84.4,1.2,9.3
Dairy,100.0,325,24.51,24.0,2.04,0.0,0.55
Seafood,100.0,146,21.62,5.9,0.0,0.0,0.0
Vegetables,100.0,31,0.91,0.1,7.21,1.8,5.51
Red Meat,100.0,310,11.7,28.0,2.0,0.0,0.0
Snacks,100.0,180,3.57,5.5,30.17,0.0,0.0
Snacks,100.0,467,6.5,18.0,69.5,4.1,35.6
Dairy,100.0,138,4.48,0.0,30.06,1.0,6.3
Poultry,100.0,176,6.5,8.8,17.7,1.1,0.0
Condiments,100.0,590,24.0,50.0,21.83,6.6,9.29
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Poultry,100.0,112,22.64,1.9,0.14,0.0,0.07
Fruits,100.0,350,4.6,8.9,62.9,2.8,34.82
Grains,100.0,386,9.72,5.2,75.2,16.6,6.47
Seafood,100.0,184,18.44,12.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,279,21.93,4.8,52.1,10.4,7.27
Miscellaneous Ingredients,100.0,371,10.4,4.3,71.0,0.0,0.0
Legumes and seeds,100.0,99,1.82,0.5,25.31,0.0,0.0
Snacks,100.0,398,3.33,1.7,92.39,3.3,44.97
Seafood,100.0,205,18.6,14.0,0.0,0.0,0.0
Snacks,100.0,497,12.46,25.0,59.86,3.0,53.25
Sauce,100.0,174,6.71,13.0,6.83,0.5,0.42
Eggs,100.0,384,14.16,4.4,71.27,3.3,1.88
Eggs,100.0,149,9.99,11.0,1.61,0.0,1.39
Eggs,100.0,185,13.87,13.0,1.35,0.0,0.94
Fruits,100.0,281,4.72,0.5,72.52,6.0,0.0
Snacks,100.0,498,5.7,23.0,68.0,1.6,20.7
Poultry,100.0,123,22.59,3.0,0.0,0.0,0.0
Fruits,100.0,317,2.5,2.5,80.0,7.5,67.5
Sauce,100.0,190,2.6,7.3,29.08,5.0,21.76
Snacks,100.0,490,13.44,25.0,52.88,3.8,40.32
Sauce,100.0,211,1.0,17.0,13.3,0.5,4.25
Sauce,100.0,168,13.19,4.4,18.74,1.2,15.2
Sauce,100.0,186,3.99,14.0,11.61,0.3,3.98
Red Meat,100.0,172,24.38,7.6,0.0,0.0,0.0
Red Meat,100.0,146,20.23,7.2,0.05,0.0,0.0
Grains,100.0,318,10.65,5.8,55.77,2.2,3.55
Poultry,100.0,302,15.79,20.0,15.09,0.0,0.08
Fruits,100.0,63,1.4,0.4,15.38,0.0,0.0
Fruits,100.0,50,0.54,0.1,13.12,1.4,9.85
Seafood,100.0,96,17.5,2.4,0.0,0.0,0.0
Grains,100.0,388,9.5,6.3,73.8,8.5,23.2
Miscellaneous Ingredients,100.0,0,0.0,0.0,0.0,0.0,0.0
Vegetables,100.0,24,3.23,0.2,4.1,1.9,0.0
Grains,100.0,203,8.8,2.1,40.4,6.7,8.09
Snacks,100.0,187,5.0,7.2,25.7,0.8,24.71
Snacks,100.0,374,12.9,2.3,76.4,7.4,0.0
Snacks,100.0,390,12.1,3.2,76.6,6.3,0.94
Snacks,100.0,334,9.6,0.9,80.4,22.9,1.01
Fruits,100.0,57,0.25,0.1,13.68,2.3,10.37
Seafood,100.0,111,24.35,0.8,0.0,0.0,0.0
Seafood,100.0,112,24.35,0.9,0.0,0.0,0.0
Condiments,100.0,650,24.8,55.0,14.23,7.8,6.35
Red Meat,100.0,238,14.24,19.0,2.06,0.0,0.0
Red Meat,100.0,81,12.03,2.5,2.43,0.0,0.0
Sauce,100.0,133,1.04,13.0,6.57,1.8,4.28
Vegetables,100.0,40,0.29,0.1,10.78,3.7,0.0
Poultry,100.0,181,22.7,9.3,0.0,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Vegetables,100.0,40,2.0,0.5,8.7,3.9,3.95
Fruits,100.0,82,0.65,0.2,20.87,0.9,0.0
Seafood,100.0,158,17.96,9.0,0.0,0.0,0.0
Red Meat,100.0,272,11.33,23.0,5.61,0.0,0.0
Seafood,100.0,319,13.88,20.0,20.93,1.5,0.75
Sauce,100.0,186,4.14,5.9,30.05,0.4,26.89
Seafood,100.0,139,19.29,6.3,0.0,0.0,0.0
Grains,100.0,280,0.01,5.1,50.2,1.6,5.1
Snacks,100.0,503,10.1,25.0,58.2,2.4,0.28
Poultry,100.0,196,19.4,13.0,0.59,0.0,0.0
Fruits,100.0,51,0.41,0.1,12.2,0.2,10.57
Beverages,100.0,56,0.0,0.0,5.92,0.0,5.92
Fruits,100.0,51,0.2,0.1,12.3,0.2,11.0
Condiments,100.0,508,26.08,36.0,28.09,12.2,6.79
Eggs,100.0,144,7.3,5.0,17.52,8.2,0.84
Grains,100.0,362,8.12,3.6,76.89,7.3,0.64
Poultry,100.0,112,23.57,2.0,0.0,0.0,0.0
Legumes and seeds,100.0,258,8.58,0.6,65.03,9.8,0.0
Eggs,100.0,269,5.71,1.9,57.32,1.0,8.57
Grains,100.0,258,9.0,1.1,53.26,2.6,3.01
Red Meat,100.0,246,20.52,18.0,0.0,0.0,0.0
Seafood,100.0,79,13.5,0.7,4.7,0.0,0.0
Dairy,100.0,73,9.95,1.9,3.94,0.0,3.56
Fruits,100.0,63,0.2,0.2,15.22,2.1,11.68
Dairy,100.0,451,41.6,30.0,3.7,0.0,0.85
Condiments,100.0,22,0.8,0.4,4.56,2.6,1.6
Eggs,100.0,228,6.0,5.8,38.27,1.4,8.84
Vegetables,100.0,17,1.23,0.3,3.29,2.1,1.19
Snacks,100.0,438,4.8,12.0,78.1,1.1,37.6
Grains,100.0,336,14.38,0.7,74.62,0.0,0.0
Beverages,100.0,398,6.67,4.0,83.73,3.7,65.55
Red Meat,100.0,157,21.78,7.1,0.0,0.0,0.0
Condiments,100.0,264,0.98,22.0,16.07,0.0,16.07
Dairy,100.0,309,27.35,20.0,4.06,0.0,0.26
Dairy,100.0,292,2.17,31.0,2.96,0.0,2.96
Dairy,100.0,340,2.84,36.0,2.74,0.0,2.92
Legumes and seeds,100.0,541,7.41,34.0,51.06,43.4,0.0
Legumes and seeds,100.0,343,22.94,1.6,61.52,0.0,0.0
Grains,100.0,275,9.5,3.4,52.2,7.1,0.58
Grains,100.0,275,9.1,1.2,55.7,2.2,1.3
Red Meat,100.0,198,19.42,13.0,0.0,0.0,0.0
Grains,100.0,396,7.1,12.0,73.0,0.0,0.0
Snacks,100.0,480,4.2,30.0,63.9,5.9,54.5
Sauce,100.0,438,7.68,18.0,60.52,1.0,10.26
Fruits,100.0,46,0.39,0.1,12.2,0.1,12.1
Poultry,100.0,145,28.49,2.6,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,404,4.7,5.5,84.1,1.3,0.0
Grains,100.0,335,12.62,3.1,70.59,10.0,2.6
Vegetables,100.0,101,1.98,0.2,23.19,1.7,5.45
Red Meat,100.0,158,15.05,8.8,4.65,0.3,3.2
Red Meat,100.0,95,19.6,1.2,1.54,0.0,0.0
Seafood,100.0,135,24.21,3.5,0.0,0.0,0.0
Seafood,100.0,158,23.73,6.3,0.0,0.0,0.0
Grains,100.0,367,7.54,3.2,76.25,3.6,0.66
Red Meat,100.0,112,15.2,5.2,0.0,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Legumes and seeds,100.0,439,38.09,22.0,30.38,9.7,7.61
Seafood,100.0,162,22.86,7.2,0.0,0.0,0.0
Seafood,100.0,131,20.35,4.8,0.0,0.0,0.0
Red Meat,100.0,114,21.79,2.3,0.0,0.0,0.0
Condiments,100.0,188,0.0,0.0,56.29,18.8,18.76
Legumes and seeds,100.0,23,3.99,0.7,2.1,1.9,0.2
Vegetables,100.0,26,0.52,0.2,5.64,0.0,3.54
Seafood,100.0,104,17.78,3.2,0.0,0.0,0.0
Legumes and seeds,100.0,40,1.7,0.5,8.4,2.7,2.7
Dairy,100.0,72,3.33,5.0,3.33,0.0,3.33
Fruits,100.0,47,0.1,0.1,11.7,0.1,8.46
Dairy,100.0,119,3.05,2.7,21.15,0.3,20.85
Fruits,100.0,39,0.5,0.1,9.2,0.1,9.1
Miscellaneous Ingredients,100.0,424,7.6,10.0,75.4,0.2,0.0
Seafood,100.0,92,19.44,1.0,0.0,0.0,0.0
Eggs,100.0,185,12.81,14.0,1.45,0.0,0.93
Eggs,100.0,333,12.66,21.0,24.52,1.4,1.93
Vegetables,100.0,21,0.82,0.0,4.53,0.8,3.7
Snacks,100.0,351,13.1,1.5,78.9,11.8,0.0
Sauce,100.0,170,17.3,4.0,16.1,0.0,14.51
Snacks,100.0,108,3.23,2.2,18.39,0.3,11.59
Miscellaneous Ingredients,100.0,325,0.3,0.3,90.4,8.6,0.0
Snacks,100.0,462,6.19,21.0,63.81,1.2,56.92
Red Meat,100.0,503,8.85,52.0,0.89,0.0,0.0
Legumes and seeds,100.0,191,7.4,5.6,29.24,5.2,0.0
Vegetables,100.0,26,3.58,0.3,4.04,1.8,0.0
Snacks,100.0,371,0.1,3.0,85.8,0.0,49.16
Sauce,100.0,105,3.77,6.7,7.4,0.1,4.78
Sauce,100.0,29,1.52,0.2,6.64,1.9,4.01
Condiments,100.0,40,1.87,0.4,8.81,1.5,5.3
Vegetables,100.0,18,1.2,0.2,3.84,1.2,2.39
